F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
-66.27,14974.14,6,Europe,-13152.69,-89.41,-16.76,13.38,Medium,-95.34,1992.75,-11.51,-3.22,146.4,2429.58,476.73,2504.97,-19685.1,-29.88,3.6,260.7,-73.65,-22991.44,-3216.9,39.98,12,-139.67,-566.07,-3834.81,18.79,-30.54,-96.22,-1945.58,0.14,232.02,3.92,1012.9
-84.73,26116.38,12,Rest,-8818.76,241.07,-114.16,14.1,Low,213.24,1049.1,-4.21,-4.24,294.45,1854.78,1345.35,2748.46,-25742.64,-14.79,4.8,314.58,-69.75,-18515.96,15206.73,63.42,4,-611.2,-499.2,-5369.04,10.87,-69,-79.17,-1158.64,41.26,259.88,1.26,609.09
-101.73,27923.13,12,UK,-8555.66,237.05,13.18,17.65,Very low,236.37,918.75,-11.49,3.08,226.5,2447.96,371.13,2250.76,-14908.42,-35.73,11.66,401.34,-65.13,-14841.98,2805.84,41.88,4,-472.05,-932.79,-5668.65,16.81,63.04,-40.98,-2410.22,10.32,203.8,2.74,2167.31
-110.29,18637.62,15,USA,-12755.69,-16.79,136.38,10.92,Medium,83.91,989.91,-9.93,-7.84,230.52,2827.1,117.69,2820.36,-7056.42,-30,7.72,324.3,-66.03,-10275.18,-4619.73,68.11,10,-446.72,-720.06,-4789.74,18.72,-10.46,-90.5,-2095.74,0.36,225.24,5.99,-344.83
-63.58,34151.04,21,USA,-9900.44,262.91,29.1,16.02,Medium,-95.01,1613.46,-19.11,2.5,148.32,1589.44,755.19,2643.67,-6956.22,-30.9,4.56,408.36,-65.7,-16069.36,-3526.8,99.09,8,-224.54,-433.02,-5737.14,18.22,-192.66,-85.73,-2283.18,25.4,198.84,11.05,-692.14
-77.83,26073.72,15,Rest,-9938.37,362.8,80.06,15.12,Very high,106.02,2263.23,-11.98,-3.42,161.22,1851.94,411.78,2482.45,-11798.04,-22.89,6.6,316.23,-60.3,-17519.8,-22301.4,42.53,8,-910.56,-585.75,-6120.48,19.47,44.46,-53.66,-2221.94,0.06,46.5,8.25,2.18
-86.12,13750.14,9,USA,-10558.5,229.44,16.72,24.52,Low,254.67,563.91,-4.94,-0.54,142.71,2053.92,2347.95,2638.03,-11766.68,-33.12,4.02,393.51,-69.24,-16829.08,769.62,-10.09,8,-244.63,-529.05,-3306,19.74,-129.76,-146.46,-2040.26,4.02,26.88,5.19,625.2
-58.86,9614.1,18,Europe,-16408.96,199.21,69.84,18.43,Very low,-79.14,185.34,-12.45,-0.34,56.28,2451.44,1324.5,2440.46,-18675.84,-26.01,12.58,366.39,-74.82,-16843.3,13330.44,33.74,8,-823.67,-391.95,-3504.63,18.61,-13.88,-122.33,-2160.2,0.5,223.56,6.32,-1312.55
-75.42,6692.79,24,Europe,-8278.82,206.67,16.44,15.48,Low,238.98,764.1,-11.4,20.16,261.12,2501.28,940.59,2262.78,-16818.28,-22.5,3.76,314.01,-68.79,-16165.06,-9045.03,88.37,2,-141.74,-605.79,-4969.29,15.92,55.22,-125.52,-2005.36,10.52,53.46,2.75,302.9
-81.88,25739.49,12,Rest,-5650.87,-116.67,30.94,9.68,Very high,195.03,-48.09,-13.51,-3.88,215.97,2289.92,1090.89,2429.68,-32763.34,-29.82,3.42,374.34,-76.8,-18264,-12323.28,89.94,8,-757.04,-666.54,-2968.89,14.8,-15.62,-88.85,-1159.6,0,256.24,3.22,-25.82
-91.02,23837.61,12,USA,-9748,507.84,55.9,16.28,Low,82.86,1109.88,-10.92,-1.32,153.03,3485.66,-62.97,2312.28,-19800.3,-32.76,3.02,393.6,-74.67,-15822.36,-5825.85,34.72,2,-339.31,-789.21,-5011.02,18.44,-85.46,-76.81,-1762.36,5.06,216.16,1.26,1432.73
-110.8,31746.96,15,Europe,-10601.24,828.9,89.3,-1.4,Low,92.67,1728.69,-8.64,15.66,227.49,1655.94,891.63,2331.97,-15626.04,-30.54,6.94,364.44,-64.74,-2996.72,-599.13,67.7,4,-531.49,-603.33,-1826.43,16.68,-51.34,-101.34,-2230.28,0.04,149.82,3.52,-1136.93
-134.82,17331.45,3,UK,-11648.17,212.3,92.26,12.55,Very high,197.34,1899.6,-10.68,5.48,113.37,1122.02,1037.88,2852.94,-16362.08,-21.96,10.24,252.69,-79.62,-20378.36,-1330.05,78.79,14,-679.85,-1179.87,-2537.88,17.3,-263.92,-95.98,-2222.72,0.06,188.06,4.06,2274.28
-34.06,14649.78,9,Rest,-10720.67,698.02,46,14.65,Very high,-76.08,1695.36,-15.34,5.12,81.42,1723.34,-336.87,2303.31,-19067.18,-32.94,7.58,274.83,-46.05,-9189.16,108.72,62.32,2,211.44,-653.49,-4092.24,11.35,167.22,-103.26,-1709.26,0.22,208.78,4.65,378.4
-100.91,16926,6,USA,-13133.77,591.95,-8.28,9.46,Very high,11.55,1300.35,-9.78,5.62,206.64,1855.42,1331.79,1969.33,-15628.6,-37.68,11.18,428.4,-82.83,-8310.98,9945.33,103,2,-394.58,-675.63,-3977.97,17.88,163.58,-93.7,-1736.96,2.12,220.26,1.89,1833.76
-68.99,15012,15,UK,-10652.85,335.46,-1.18,20.44,Very high,33.57,1377.09,-16.7,-1.5,121.44,1669.3,1465.77,2055.95,-16081.9,-33.51,14.08,389.13,-70.38,-6212.72,927.66,99.11,12,198.67,-527.52,-3587.67,16.48,57.54,-98.71,-1635.28,0.7,83.08,3.04,72.89
-54.01,35457.21,3,Europe,-6892.63,612.3,40.2,18.08,High,-60.63,1738.98,-10.36,-0.86,147.51,2051.78,-442.2,2848.83,-18228.5,-22.29,6.7,312.15,-80.31,-15154.72,-18797.82,-18.82,6,-463.77,-526.77,-5785.92,16.31,-166.68,-130.61,-2231.46,6.56,176.4,3.81,2751.82
-79.09,22035.33,6,Rest,-6347.7,407.33,75.36,14.52,Very high,71.22,52.38,-13,-5.06,228.75,2120.98,1827.3,2822.76,-28566.68,-23.88,1.66,407.19,-55.77,-22439.84,-6270.63,-28.64,10,28.08,-771.18,-3891.75,20.68,-52.2,-167.91,-2381.92,0.44,219,2.49,1299.08
-163.84,20091.09,3,USA,-5725.57,-297.47,-53.08,19.11,Medium,-15.33,1310.1,-8.27,6.12,281.28,2045.34,-840.6,2181.89,-5829.7,-17.19,25.28,230.55,-60.54,-27014.04,-16158.15,22.4,8,-690.7,-614.67,-3769.53,19.86,60.56,-112.39,-3590.92,6.26,263,6.5,2420.4
-91.56,31069.71,24,Rest,-14817.11,304.57,-31.12,17.6,High,110.4,1304.34,-16.64,-11.68,161.73,2147.4,79.86,2872.07,-21376.32,-18.18,9.2,352.47,-67.5,-15376.82,11854.32,27.81,6,184.31,-600.39,-4689.78,18.68,80.4,-54.13,-2667.94,29.3,108.48,3.02,649.41
-73.79,23713.8,9,USA,-10620.64,186.35,-147.52,13.73,Medium,-20.31,2214.75,-8.9,8.54,0.57,2521.38,520.17,1801.56,-12869.94,-32.1,4.7,518.76,-69.24,-8396.28,3963.96,55.27,8,-184.8,-636.9,-1790.13,18.44,-29.66,-62.21,-2031.02,6.6,256.3,3.58,963.78
-101.43,23285.49,9,Rest,-8943.97,301.57,-39.84,13.28,Very low,9.87,2262.3,-8.98,-0.16,138.15,2202.54,1254.51,2246.27,-17699.5,-28.29,13.08,232.83,-89.91,-14388.82,-9283.71,45.42,12,55.04,-645.15,-5265.3,18.63,-13.26,-81.08,-2364.12,10380.08,258.72,5.01,813.3
-64.01,18535.65,12,USA,-9392.22,205.21,-27.82,17.34,Very low,37.11,1292.67,-4.42,12.54,120.03,2122.08,3162.3,2367.86,-17062.06,-43.74,8.72,414.99,-98.31,-14900.1,13241.19,2.73,2,-304.13,-330.57,-3721.44,15.07,11.94,-75.33,-1805.9,1.02,208.62,6.6,-266.61
-112.02,13836.57,6,Europe,-14058.69,185.93,25.58,14.94,Low,106.29,827.64,-12.39,9.2,161.61,1947.94,1269.27,1879.29,-15058.16,-39.72,1.24,559.32,-55.05,-18739.02,-9731.43,-3.31,10,-477.79,-556.02,-1605.45,16.64,-12.2,-82.88,-2749.2,26.8,200.9,1.91,2826.29
-161.26,8640.36,9,Europe,-8453.97,196.76,123.52,19.36,High,187.32,2134.44,-7.97,7.32,133.8,2278.2,2363.88,1911.85,-5952.14,-38.04,15.44,366.51,-79.8,-8121.36,-12934.11,-11.14,2,201.2,-614.64,-4371.93,13.4,-148.38,-67.47,-1528.86,30.72,140.44,1.89,2452.15
-44.51,15643.44,9,USA,-9828.13,156.38,-25.76,20.29,High,-9.63,2980.65,-16.77,-1.72,276.66,2792.74,206.88,2805.62,-18561.68,-38.52,11.58,342.21,-68.04,-17954.88,-6181.41,60.07,14,-130.12,-733.26,-3763.98,13.64,-84.7,-66.13,-2568.3,44.58,217.98,13.89,-15.29
-83.73,23342.85,12,USA,-9338.76,763.77,24.68,21.01,Medium,7.38,2403.12,-8.18,6.3,276.9,2174.26,1450.68,2388.26,-10463,-25.29,1.88,477.66,-65.07,-20690.48,3484.29,75.52,6,-334.66,-511.95,-3836.67,14.49,-24.96,-94.55,-2549.14,89.76,200.6,2.58,2276.1
-151.93,25276.05,12,Rest,-8518.23,453.68,-42.08,17.05,Low,70.41,959.25,-12.06,-0.16,101.25,1822.46,480.3,2417.15,-12938.04,-35.82,6.58,413.4,-78.3,-24759.72,-6825.63,8.92,16,-255.8,-590.28,-3717.33,11.22,-79.8,-46.25,-1713.7,0.7,201.14,5.27,-27.86
4.28,44232.15,9,Europe,-8875.04,107.16,-11,14.57,Very low,52.77,565.08,-9.91,15.66,118.95,1449.88,784.41,2008.98,-12049.44,-23.1,9.3,804.81,-75.51,-25242.66,-12066.09,51.54,12,-350.37,-571.8,-3852.24,13.62,-41.04,-140.03,-1937.2,1.68,372.7,5.45,-403.22
-95.09,17747.88,12,Europe,-7075.82,698.3,13.08,15.62,Medium,-47.25,2142.9,-11.88,4.12,129.51,3084.54,-437.55,2347.23,-14311.24,-28.77,2.24,369.9,-62.25,-9683.24,-7337.28,38.14,12,-156.29,-75.51,-5130.99,14.74,4.78,-28.12,-1871.64,0.16,205.26,4.82,-962.78
-206.53,26680.14,3,USA,-13384.87,551.87,68.02,14.8,High,57.27,1462.71,-13.42,7.7,248.58,2201.04,886.32,2361.96,-12476.7,-29.82,2.84,428.16,-59.79,-27402.52,-5492.1,-33.59,6,-46.25,-348.57,-7505.37,12.06,-131.64,-120.7,-1422.8,1,135.62,4.58,1597.77
-198.27,16807.68,9,UK,-11399.32,643.41,64.88,13.52,Very high,160.86,2506.26,-7.8,-10.78,82.14,2374.16,415.71,2594.83,-18861.52,-35.76,12.04,401.58,-87.24,-23975.1,-4555.38,24.13,14,-129.95,-515.58,-3698.19,16.34,-54.2,-63.96,-2279.22,1.06,212.14,1.97,3571.97
-48.04,29404.98,15,Europe,-11512.18,540.08,-17.8,13.3,Very low,322.41,1448.97,-14.39,-1.14,176.07,1762.3,1066.38,2376.87,-13532.66,-14.61,9.4,287.88,-78.27,-29231.86,-7471.08,36.31,8,-663.37,-794.82,-1781.01,22.13,-30.88,-121.1,-2580.34,3.42,351.04,2.33,1906.16
-103.12,35695.17,6,Europe,-8275.46,10.86,70.02,14.1,Medium,31.83,2127.15,-4.28,-0.02,79.38,1160.58,1467,2194.81,-16776.7,-40.56,13.04,204.24,-79.92,-19876.3,-1298.13,46.43,6,-678.1,-679.23,-2928.12,19.13,-96.46,-75.04,-1282.92,0.06,209.12,2.58,339.31
-57.89,21918.45,6,Rest,-10695.14,-65.38,75.74,17.98,High,-152.85,2673.09,-1.44,-4,128.91,1835.42,1951.05,2177.95,-18428.32,-25.26,5.04,325.44,-79.14,-17238.02,-3725.52,39.46,0,-104.4,-521.37,-5226.33,13.59,-92.86,-117.43,-1102.14,1.32,14.26,1.88,874.75
-73.96,33183.75,12,Europe,-9539.24,386.75,-99.9,10.1,Very low,55.53,1913.34,-12.78,-3.9,39.84,2595.76,52.92,2756.67,-21443.98,-46.8,9.06,337.41,-71.22,-13029.68,18466.74,40.49,2,-345.07,-341.16,-2280.39,12.8,166.38,-99.43,-1587.68,2.28,192.22,5.84,-861.2
-127.22,33019.41,15,USA,-11746.12,-128.69,42.44,13.92,High,-28.77,-172.77,-14.45,-4.8,118.44,650.64,-90.06,2926.43,-18353.42,-25.11,9.52,394.14,-74.79,-12894.82,3111.24,36.05,8,-15.01,-603.24,-3345.6,12.67,53.28,-70.64,-2827.7,42.78,125.34,2.23,1834.44
-67.21,26369.64,9,USA,-8435.2,368.43,-47.32,20.15,Very low,234.81,2036.49,-15.21,-0.8,176.13,2376.14,841.92,2047.45,-12634.36,-40.92,16.14,273.66,-75.15,-25933.18,-14212.44,63.46,10,143.31,-658.26,-4364.01,19.89,-237.38,-114.2,-1774.82,14,175.62,3.97,824.73
-88.37,27941.7,9,Rest,-11554.8,253.11,67.62,14.02,Low,109.29,583.8,-13.12,13.7,189.48,2014.62,821.16,2700.39,-17228.16,-11.67,4.76,390.45,-73.14,-11483.4,-4082.91,34.61,16,-388.17,-574.95,-3635.04,17.12,-44.88,-50.31,-2274.24,2.74,246.68,4.05,153.15
-53.46,17298.3,24,Rest,-8338.92,-77.4,-55.8,10.2,Very low,39.09,1842.78,-19.06,-10.58,165.3,2124.94,65.76,2964.02,-24665.62,-21.69,6.1,329.94,-71.58,-14437.54,-1782.66,35.08,6,-359.63,-682.32,-4889.73,16.75,29.48,-94.34,-1322.66,0.88,151.52,1.83,-151.98
-90.88,17252.85,21,Europe,-8945.14,-423.13,43.58,19.17,Very low,60.63,2053.74,-11.94,-10.56,-17.37,2334.16,1094.88,2569.47,-12796,-40.56,5.46,316.86,-59.49,-19787.2,2889.96,43.17,10,-248.74,-464.67,-2740.5,16.79,21.44,-26.62,-2088.32,29.62,188.38,2.76,10.93
-71.88,16105.89,6,UK,-10841.9,448.2,-22.66,12.93,Medium,23.76,1822.65,-9.44,1.74,276.96,764.2,1479.81,2705.84,-16113.74,-31.17,9.02,369.48,-62.22,-13519.98,-7531.32,31.48,4,190.79,-625.17,-3797.13,13.84,-146.18,-63.15,-2635.66,0.1,129.64,2.84,2539.98
-44.38,6771.99,9,Europe,-7913.75,295.39,-34.8,25.6,Very low,-29.7,451.98,-9.03,0.34,-47.64,1769.74,162.39,3252.22,-12716.42,-21.45,9.78,486.42,-79.98,-22579.64,7217.61,61.62,10,-278.7,-529.17,-4897.14,20.79,-81.08,-52.92,-2092.66,0.84,149.5,2.5,815.94
-66.38,5283.96,12,UK,-8767.77,-4.04,92.02,15.49,Very high,2.52,1472.01,-2.05,-8.08,159.72,1935.3,1548.96,2174.47,-13386.14,-22.32,0.52,380.16,-64.83,-18246.94,-9872.85,-21.76,8,-81.39,-598.56,-2993.1,17.63,-1.58,-132.11,-1720.46,3.88,185.38,3.02,2962.94
-75.75,9867.24,9,USA,-12861.74,173.48,103.26,14.91,Low,248.16,1749.27,-9.16,-2.14,156.45,1501.92,-676.86,2366.61,-23098.36,-15.45,1.7,469.35,-64.89,-7434.4,-752.37,-21.64,12,-249.02,-576,-2489.79,19.81,86.24,-103.67,-2043.14,48.42,210.02,3.57,697.07
-64.04,17645.82,15,UK,-10385.64,466.01,-92.82,10.1,Medium,245.67,2069.01,-10.51,-7.3,225.12,1543.54,-276.21,1907.26,-18885.18,-33.93,12.96,294.33,-70.2,-10708.44,-752.25,23.59,0,-813.19,-746.1,-4168.41,19.05,-102.22,-43.61,-2485.86,0.1,254.38,3.47,646.28
-85.96,28690.5,6,Rest,-15621.52,55.8,12.02,13.25,Medium,237.84,1199.94,-13.43,3.32,212.28,2213.72,-425.7,3499.3,-6758.24,-32.58,8.26,356.82,-60.18,-7905.78,-6937.89,23.92,4,399.65,-592.8,-5821.47,17.09,42.96,-77.06,-1852.08,37.84,220.72,4.04,733.34
-59.44,24232.74,18,UK,-8921.33,-44.49,-29.36,20.51,Low,270.36,1297.95,-10.37,2.34,192.36,2730.74,929.52,1702.1,-31016.02,-26.91,11.5,414.3,-62.25,-17884.08,-15312.87,42.87,6,496.98,-451.41,-3272.73,12.86,1.6,-103.37,-2445.76,0.04,339.06,8.11,-149.01
-122.6,28139.58,18,USA,-9856.9,26.74,-143.68,14.17,Very low,187.2,1167.03,-14.51,9.8,244.68,1680.94,2062.02,2439.54,-14111.48,-45.42,1.88,178.86,-75.63,-16478.12,2216.82,15.3,6,-216.3,-566.7,-5414.97,24.74,-38.94,-90.9,-3435.14,0,63.02,2.35,25.52
-113.73,14031.96,21,UK,-12782.73,457.03,-7.64,15.69,Medium,75.75,2444.37,-5.5,-1.9,62.07,2467.24,344.97,2742.95,-28001.58,-21.66,13.54,348.18,-66.78,-17304.46,-4664.76,18.29,6,135.34,-508.32,-4099.38,16.66,-21.36,-82.81,-1880,24.72,227.38,3.69,721.76
-139.69,22291.14,15,UK,-6045.59,537.96,-32,17.7,Medium,-80.79,3346.77,-12.82,-15.94,261.24,2009,1512.84,2207.5,-22811.02,-11.34,6.14,500.7,-78.63,-26509,-4236.33,47.96,8,-179.68,-617.07,-6744.69,20.37,-49.94,-55.69,-2549.08,29.88,250.88,3.31,3518.84
-138.82,10978.32,12,USA,-10802.49,-29.63,62.44,12.75,Medium,-54.03,2316.18,-7.45,-17.32,213.36,2040.72,404.25,1923.69,-18000.88,-22.02,11.9,365.37,-56.46,-12316.64,-1002.81,25.9,14,311.05,-516.9,-6038.82,16.28,-197.34,-58,-2448.66,130.78,245.16,4.27,1112.12
-110.57,29077.23,9,Rest,-9346.49,452.55,-2.12,13.39,Very high,7.11,1094.7,-10.91,-10.6,240.78,2321.64,43.92,2071.49,-17029.46,-46.02,9.58,419.94,-65.4,-17785.56,15205.29,21.07,10,-831.63,-608.55,-2113.68,15.39,31.32,-110.48,-2081.14,0.02,101.54,8.3,29.17
-82.12,13699.17,15,Europe,-9046.86,-15.34,-2.88,18.76,Medium,89.82,-413.58,-10.51,0.96,38.43,1605.72,-0.72,2109.46,-14472.96,-43.53,18.42,444.15,-67.29,-14957.84,4101.24,49.55,8,144.52,-795.75,-3922.8,12.95,-57.22,-118.58,-2942.66,2.28,266.12,5.27,857.98
-53.35,5322.36,21,UK,-7406.94,-9,141.78,10.89,Very high,93.93,983.4,-10.98,-18.74,203.16,1726.7,1995,2529.51,-14922.36,-39.51,17.16,213.27,-70.59,-19285.6,6501,14.65,10,-575.51,-643.83,-3209.34,15.75,-62.18,-117.53,-1752.72,2.42,212.54,5.3,98.08
-36.62,21439.89,9,Europe,-12018.73,-168.04,62.78,11.04,Very low,-40.47,2056.14,-14.19,-2.58,232.41,1506.08,1250.25,2455.98,-27239.62,-37.92,11.66,352.5,-75.18,-19764.02,379.14,42.34,4,-236.53,-743.88,-5509.5,17.64,-45.56,-114.31,-1614.08,4.72,179.58,3.2,773.19
-59.98,18192.33,6,USA,-8302.46,43.7,126.16,12.76,Very high,40.62,2014.23,-9.59,3.52,113.07,2892.26,1386.6,105.66,-15077.56,-20.37,8.38,443.55,-69.21,-16132.46,-13881.42,26.94,12,147.54,-536.1,-1788.99,16.64,-97.92,-99.87,-2332.88,35.62,390.36,1.72,2616.14
-108.15,19036.32,12,Europe,-6956.86,-102.57,97.14,7.8,Medium,-27.48,1998.57,-11.81,0.46,276.39,1263.6,-455.58,2039.92,-15844.44,-31.86,16.18,482.64,-59.43,-9350.5,-10869.06,93.69,4,-130.89,-552.3,-3395.25,19.53,-31.06,-95.33,-3292.72,0.74,265.76,7.39,480.08
8.09,25831.29,21,USA,-4617.74,-279.68,-3.84,10.71,Low,31.74,1252.59,-13.78,4.9,163.02,1909.06,954.6,2247.06,-11466.4,-30.09,2.72,662.82,-50.91,-9835.62,-12157.08,45.51,12,330.01,-544.32,-771.54,6.32,25.1,-61.88,-476.5,1.6,182.84,9.38,-2685.92
-80.11,8242.14,15,Europe,-8782.64,163.97,41.7,14.69,High,-92.52,2535.72,-11.64,-1.1,118.5,2050.94,962.04,2566.82,-15615.6,-36.18,6.4,369.78,-65.88,-15894.18,-357.57,36.91,8,-316.02,-692.49,-4652.1,19.45,267.14,-89.45,-1425.78,11.56,188.24,5.42,48.61
68.83,13106.7,12,USA,-2591.87,161.32,-74.12,17.43,Low,-13.83,960.33,-10.85,-1.06,73.47,2040.38,1527.33,2373.49,-7427.58,-33.45,3.62,400.8,-75.51,-13412.52,-20435.28,-7.15,12,170.05,-592.2,-4020.78,21.78,-95.6,-77.02,-1420.02,443.24,258.02,2.65,870.91
-84.48,21919.35,6,USA,-11575.42,193.36,-4.54,12.35,Low,31.29,102.18,-11.72,-4.7,212.67,2565.96,820.59,2717.5,-4631.02,-34.74,10.14,175.02,-74.25,-18923.7,-2673.15,40.59,12,160.87,-504.39,-2371.2,15.76,44.06,-107.32,-2123.86,152.62,220.38,2.51,1848.92
-65.74,40032,12,Rest,-8409.13,408.05,42.72,16.11,Very high,95.1,1283.49,-9.75,-4.6,172.83,2829.68,50.01,3092.33,-16086.46,-29.04,11.48,390.24,-76.56,-4153.52,-10314.93,52.61,4,-473.37,-510.75,-5815.47,15.88,1.58,-100.19,-2485.6,0.58,260.46,5.74,391.5
-73.66,19443.03,3,USA,-11915.63,610.14,19.24,13.82,Very high,254.46,2157.33,-20.45,1.7,-23.82,1817.42,1222.29,2128.07,-10117.08,-31.32,2,367.17,-48.42,-11239.36,4213.23,21.38,8,-717.92,-664.23,-5399.43,20.15,-73.26,-78.58,-2046.86,0,150.42,5.26,460.49
-88.09,9949.86,15,Europe,-13509.36,9.02,39.56,15.62,High,161.16,1550.01,-11.28,0.04,80.25,2134.64,769.11,2226.47,-6511.36,-34.47,15.94,429.39,-62.13,-9781.72,-7987.98,42.17,6,294.59,-499.86,-3723.84,21.58,-4.68,-75.99,-1798.86,0.5,214.42,2.73,185.34
-18.16,20446.41,15,Rest,-8551.68,84.14,-19.24,25.25,Medium,216.48,2251.26,-23.57,1.94,60.81,2727.78,515.97,2836.12,-6671.58,-43.92,1.52,205.26,-67.95,-21126.32,6498.39,10.46,6,-739.9,-931.17,-3734.85,18.56,-61.92,-89.21,-2407.68,1.7,214.64,3.06,706.24
-73.42,19431.66,12,Rest,-10854.61,784.58,90.66,19.74,Very high,252.54,2013.48,-9.36,2.7,3.51,2073.72,1258.53,2515.49,-15350.56,-26.88,10.26,383.43,-67.17,-13267.34,-4784.52,31.78,8,-45.53,-365.58,-2540.19,16.11,-137.78,-83.75,-1746.9,0.02,711.34,7.51,-102.46
-79.06,20791.32,21,Europe,-5531.19,-41.42,84.44,17.32,Very low,-37.44,2523.33,-7.5,-0.26,248.07,2256.56,-840.03,1991.3,-7580.08,-36.15,6.04,392.88,-70.38,-14162.98,-22590.6,106.8,6,-292.24,-668.64,-1446.06,15.75,-90.64,-87.11,-1388.62,1.84,180.3,3.03,-1247.25
-101.08,15154.47,9,UK,-5461.36,-19.34,21.6,17.49,High,-106.23,731.04,-11.19,-1.64,115.2,1941.84,196.95,2502.93,-10052.68,-44.55,14.7,476.19,-48.6,-9846.8,-11741.64,11.16,12,-129.2,-566.88,-2957.1,14.98,-58.58,-59.41,-1860.44,0.16,165.86,1.27,891.22
-59.47,47387.85,9,Rest,-10621.31,129.39,16.08,18.66,Very high,142.02,689.04,-8.44,4.18,93.96,1528.52,-275.07,2541.57,-19388.2,-32.46,3.86,382.47,-69.96,-21379.66,-1834.38,76.05,2,-429.43,-738.06,-5876.19,10.98,-95.08,-110.93,-2130.12,2.96,217.54,13.15,178.75
-14.88,31738.92,9,USA,-10188.39,611.07,-38.42,19.41,High,270.12,2810.79,-7.53,-11.24,57.39,1208.86,-196.08,2240.95,-7316.84,-22.41,0.82,391.83,-71.01,-18410.36,199.8,17.62,14,-361.14,-694.11,-5055.51,14.28,-152.88,-51.28,-2598.4,22.6,205.72,17.77,-900.33
-26.94,32843.7,12,Europe,-10401.58,-133.31,14.1,14.41,Low,103.14,946.62,-11.49,-4.58,126.09,2394.06,981.84,2144.82,-11449.82,-40.5,10.64,305.49,-76.41,-23141.22,-8351.88,51.22,10,-170.7,-726.84,-4137.24,8.31,-26.92,-55.96,-1887.02,20.58,113.3,5.52,632.93
-77.11,19042.35,15,USA,-10009.07,113.68,-25,17.27,Very low,7.05,2231.49,-8.86,-4.66,179.94,2408.74,793.47,2137.75,-22667.98,-36.03,19.34,376.17,-63.06,-19222.52,-9664.2,30.35,8,-50.34,-710.64,-4264.59,11.93,46.28,-84.49,-2824.32,0.1,226.44,2.73,376.76
-74.27,24525.42,15,UK,-18170.93,-21.94,-18.68,13.36,High,101.01,578.07,-12.21,-0.58,130.26,1637.34,-145.86,2457.35,-14086.46,-35.37,10.08,650.34,-90.33,-9084.52,-15189.54,65.4,6,-96.34,-665.49,-4678.23,18.55,6.82,-58.31,-1828.56,0.32,286.7,4.67,13.38
-150.02,17450.37,9,UK,-7421.18,573.8,74.62,16.88,High,67.05,1763.37,-7.36,0.78,109.44,1922.02,1141.44,2399.9,-19506.8,-19.38,13.1,302.91,-60,-24989.2,-5960.13,25.85,10,147.87,-607.38,-3869.61,12.84,-56.78,-67.35,-2155.8,2.62,215.72,6.3,2032.01
-162.93,19106.28,12,UK,-13940.33,171.58,-24.48,19.41,High,28.41,1609.5,-17.88,-5.18,51.66,2137.16,1672.47,1251.85,-14010.46,-24.66,7.5,105.3,-45.69,-12680.76,158.34,53.18,2,-237.93,-683.88,-3757.68,24.78,-46.26,-86.72,-3420.52,0.02,136.28,1.89,3424.19
-86.09,19991.28,12,UK,-9224.34,-102.38,-43.64,6.38,High,20.46,555.69,-10.06,-9.7,203.04,2249.76,-131.97,1959.63,-16616.46,-25.77,22.7,383.61,-64.5,-19869.76,-5424.78,31.73,4,232.27,-764.49,-6512.04,16.32,-78.54,-47.11,-2317.98,2992.18,199.82,1.1,3830.93
-82.85,21767.64,9,Rest,-10019.21,145.77,44.06,16.66,Medium,39.06,1611.21,-6.98,6.52,99.93,1379.52,1677.45,2824.52,-11077.08,-23.73,14.2,350.64,-83.49,-18632.76,-13414.38,24.43,8,100.74,-510.3,-1376.01,11.34,-37.56,-85.62,-2196.8,7.1,148.76,5.39,483.4
-94.66,-558.54,6,Europe,-3855.5,83.33,-15.12,13.19,Very high,216.03,1678.47,-16.15,4.04,133.92,1887.78,1333.65,3269.98,-18904.88,-31.59,7.1,350.43,-69.06,-17514.86,7594.41,76.44,8,-187.12,-354.21,-4213.83,16.81,-43.32,-5.14,-2618.14,0.76,185.4,2.54,2832.92
-70.34,14339.19,21,UK,-15603.81,86.13,60.54,15.13,High,24.03,282,-1.84,2.36,124.59,2112.46,402.06,2574.29,-10259.9,-18.84,9,205.41,-70.5,-28832.28,-7580.46,36.47,10,63.03,-902.7,-3109.89,22.61,20.6,-96.67,-2035.44,0.46,200.22,6.58,38.3
-78.66,2660.52,12,UK,-9067.97,-10.88,9.82,19.85,Medium,94.41,561,-9.22,-1.56,191.19,3083.82,-779.01,2879.58,-12365.44,-37.95,9.78,347.76,-68.43,-24852.98,-13284.06,48.42,6,-413.55,-578.19,-3877.74,13.91,89.9,-113.64,-2515.48,0.54,333.34,4.25,2728.13
-102.81,15566.46,9,USA,-11454.18,415.35,4.24,17.4,Low,14.88,177.54,-10.62,9.48,235.89,629.4,1163.79,2499,-23286.54,-34.65,4.22,363.63,-108.06,-15425.36,-3204.39,40.96,0,-97.87,-217.29,-4480.35,8.16,-23.22,-159.02,-1491.36,1.28,224.3,2.84,741.6
