F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
-28685.3,0.73,-15.676,-6.0531,1463.35,1,3.9849,16793.18,0,-10696.02,-0.9008,23.88,-27.2,7.078,14.9961,2.0427,10504.44,-3318.81,2.367,-4984.42,,True
-28702.871,0.73,-9.776,-4.7124,1481.6,0,3.8745,15587.98,0,-9982.82,-2.878,71.22,-6.954,4.9474,22.74,4.584,9897.04,-3513.789,0.8817,-5710.42,-9.64,False
-28698.244,1.73,-4.6522,-5.0592,4826.35,0,3.8069,16373.38,1,-8937.62,-1.5204,38.69142,-5.315,4.24658,14.3766,2.1114,10170.84,-3606.81,9.3,-4317.82,,True
-28707.918,0.73,-4.13184,-6.4467,1308.25,1,3.6952,14433.18,1,-12595.82,-1.0978,31.329,-20.59,5.4322,20.454,1.6647,9443.02,-3499.587,0.5022,-5270.02,,False
-28708.716,1.73,-4.4102,-6.0096,2055.45,0,4.764,16468.18,0,-8640.62,-4.466,23.364,-7.608,4.7822,20.925,1.5126,9742.56,-3525.507,5.469,-4748.82,-12.17,True
-28672.74,1.73,-5.6202,-5.3766,1493.74,1,4.946,26765.98,0,-9416.186,-0.8794,35.6409,-13.81,5.259,13.3128,7.638,9586.08,-3491.991,0.45417,-4971.86,-8.85,False
-28708.219,0.73,-7.472,-6.8184,1600.73,1,3.56338,17307.78,0,-14539.82,-6.938,23.496,-17.52,7.122,21.201,1.4259,9703.6,-3564.27,1.8174,-5371.62,-11.33,True
-28682.13,0.73,-4.4698,-12.408,2030.85,0,4.898,16659.98,0,-10048.02,-5.354,24.354,-6.523,5.0116,13.3485,2.5872,9720.32,-5019.75,4.8,-5151.24,,True
-28707.238,0.73,-5.584,-4.8462,1535.71,0,3.9171,17667.98,1,-9644.02,-3.062,35.355,-8.138,6.174,14.841,8.544,9908.64,-3564.06,1.281,-5760.42,,True
-28109.89,1.73,-4.10558,-6.7437,3639.35,0,3.9846,16869.18,0,-9086.82,-1.7866,35.7768,-26.23,4.3258,15.6858,2.9589,9615.48,-3666.84,2.4189,-4931,,True
-28708.688,1.73,-4.522,-8.496,1499.27,1,3.62047,15975.4,1,-10171.42,-1.107,35.8788,-21.94,6.692,15.282,3.3816,9530,-3567.93,2.3271,-5203.8,-9.74,False
-28965.79,1.73,-4.3584,-7.905,1772.95,0,4.4012,15836.18,1,-9905.02,-1.429,36.3894,-5.382,6.446,14.3592,4.305,10162.24,-4025.25,1.4544,-5259.82,-10.63,True
-28688.81,0.73,-4.5372,-5.4189,2429.45,1,4.747,16808.18,0,-11551.82,-0.734,36.2067,-19.68,4.469,19.065,1.40955,9358.04,-3628.95,2.8902,-5562.82,-9.84,True
-28723.63,0.73,-4.07082,-5.0871,1260.05,0,3.57974,14922.98,1,-9600.02,-2.572,29.451,-17.89,4.9006,15.0219,3.7623,9523.96,-3366.9,0.8061,-4644.62,,False
-28787.36,0.73,-4.19278,-6.9012,1512.69,0,4.2769,18299.98,1,-9382.41,-4.132,17.517,-8.31,7.968,13.7025,12.132,9618.562,-3081.75,1.3512,-4844.62,-12.96,True
-28690.27,1.73,-7.736,-4.5249,5554.35,0,4.16,12453.98,1,-9684.82,-5.974,46.761,-15.56,4.23496,13.131,5.739,9720.68,-5803.05,0.36621,-6233.82,,True
-28685.39,0.73,-4.13346,-7.968,1679.95,1,4.72,16849.38,1,-8075.22,-1.1718,51.345,-11.354,8.604,13.4478,1.9557,9493.72,-4085.55,2.6751,-4882.36,,False
-28030.59,0.73,-4.679,-9.768,1224.25,0,4.1006,17974.38,0,-9487.9,-3.718,34.89,-41.97,4.7788,13.7241,14.124,9543.22,-3746.73,1.266,-5182.58,-11.01,True
-28796.05,1.73,-4.07182,-10.533,1469.15,1,3.63675,16040.74,0,-9982.22,-1.8832,41.856,-6.921,5.4058,20.229,2.6733,10115.64,-3439.77,4.821,-4945.04,-9.11,True
-28679.72,0.73,-7.26,-5.5857,1538.53,0,5.411,15741.78,1,-13559.82,-1.9218,2.43,-12.441,4.7894,18.921,1.9458,10098.44,-3593.25,3.999,-6034.82,,False
-28707.734,1.73,-4.08432,-5.4033,1745.85,0,4.355,17446.78,1,-9348.28,-4.844,31.575,-53.54,5.3206,19.881,3.2082,9775.86,-3506.6109,1.9245,-4613.82,,True
-28722.2,0.73,-4.07352,-4.8219,1640.46,1,3.7325,16689.38,1,-9097.02,-3.982,22.215,-9.688,9.676,15.942,2.4405,9796.14,-3538.17,3.579,-4097.82,-10.21,True
-28712.69,1.73,-8.16,-6.9522,1236.35,1,4.126,19451.98,0,-12737.82,-4.992,48.93,-9.496,4.5162,13.512,1.8339,9766.12,-4087.35,0.9387,-5510.82,,True
-28699.246,0.73,-4.15326,-5.5893,1728.05,1,4.1552,12539.98,0,-9747.22,-4.236,74.7,-10.961,5.6996,19.848,7.494,9883.84,-3561.03,0.6132,-5400.22,-8.54,False
-28695.238,0.73,-5.8568,-6.6834,1899.45,1,4.4938,15914.58,0,-10472.42,-1.0316,24.285,-10.232,5.826,20.409,2.7306,10281.24,-3640.77,4.176,-5433.82,,False
-28680.87,0.73,-4.6858,-4.4571,4779.35,0,4.1936,16125.54,1,-9418.428,-4.504,43.005,-4.5223,4.24392,18.174,7.737,9754.58,-3550.68,7.023,-3767.82,,False
-28769.67,1.73,-5.0664,-8.961,2275.05,0,4.2595,15984.84,0,-9394.77,-3.086,26.898,-5.183,4.5428,13.857,6.246,9556.54,-3843.15,3.639,-5004.64,-10.04,False
-28696,1.73,-5.3942,-4.8288,4430.35,1,3.6159,16452.78,0,-9301.14,-1.274,19.338,-6.055,4.25006,14.5194,4.662,10368.84,-3583.38,7.827,-4178.62,,True
-28684.55,1.73,-5.375,-4.3227,1618.27,0,3.8221,15951.58,1,-9386.998,-1.521,56.613,-16.55,13.296,15.5451,8.544,9918.84,-3551.34,4.608,-2269.22,-10.79,True
-28700.466,1.73,-4.4316,-7.236,2127.45,1,5.394,16569.98,0,-8977.82,-1.5848,40.077,-19.07,4.9524,16.353,3.1746,9727.38,-3621.54,6.165,-4893.18,-9.95,False
-28695.591,0.73,-5.5168,-7.917,1308.75,1,4.1034,16013.76,0,-10059.42,-9.112,39.2256,-17.56,5.3216,17.085,3.4026,9623.67,-3485.541,1.8633,-5148.68,,False
-28688.12,0.73,-4.26,-4.22247,1484.73,0,4.3835,15976.58,0,-9513.62,-1.8998,50.811,-4.811,6.0012,13.4463,3.9192,9554.52,-3040.35,1.8936,-1883.22,-9.98,False
-28730.54,1.73,-5.5932,-6.3132,1028.75,0,5.576,16989.18,0,-13165.82,-0.5726,42.438,-9.879,4.5352,12.98427,1.6887,12134.24,-4178.85,2.7132,-5448.62,-9.8,True
-28603.83,0.73,-5.7234,-5.3205,1660.57,1,3.9069,18669.98,1,-8632.22,-3.09,41.4924,-4.7525,10.82,13.04724,3.2946,9573.44,-5058.45,0.9462,-4282.82,,False
-28705.768,0.73,-5.0728,-5.9049,1754.65,1,5.118,16036.58,1,-10683.22,-1.1862,33.462,-4.5355,6.326,14.1429,1.9104,9614.38,-4121.55,1.7511,-5436.82,-10.64,False
-28712.82,0.73,-4.4022,-5.9868,1657.08,1,4.839,16106.16,0,-8866.02,-1.0322,43.071,-5.481,11.522,18.402,2.328,9773.08,-3585.18,7.914,-4693.22,,False
-28689.43,1.73,-4.042904,-6.8595,2167.45,1,3.59326,16289.88,1,-9439.78,-1.1622,34.695,-10.187,5.1228,16.461,8.547,9875.04,-3743.61,7.539,-5173.36,,False
-28623.45,1.73,-4.3922,-12.771,1527.73,1,4.048,16032.62,1,-10371.62,-1.9728,41.949,-11.842,8.074,13.4706,4.275,9871.84,-4003.95,8.19,-5210.08,-11.55,True
-28569.99,1.73,-4.18558,-8.964,1817.05,1,4.4665,16010.12,1,-9303.3,-5.78,18.612,-5.985,5.541,14.1852,4.812,9607.78,-3697.71,4.878,-4941.5,,False
-29084.99,0.73,-4.051942,-10.389,992.75,1,3.8927,16265.4,1,-9480.74,-0.6482,24.765,-16.45,4.3328,19.461,10.503,11580.44,-3456.15,9.453,-4982.26,-9.69,True
-28732.54,1.73,-6.0192,-7.401,2037.95,0,5.062,16330.62,0,-9646.62,-0.51386,38.38272,-26.99,4.9676,14.7522,2.9892,12186.24,-3774.21,10.629,-5099.96,,True
-28692.279,0.73,-8.312,-4.4532,1606.01,1,4.1501,16654.98,0,-10204.62,-1.1618,46.401,-7.96,8.508,14.7801,1.9446,9521.44,-3678.6,0.561,-5545.62,-9.05,False
-28774.53,1.73,-4.3914,-5.5851,2587.35,1,4.0269,14515.38,0,-9850.82,-4.66,48.747,-12.356,4.6548,14.4171,1.9323,9882.04,-3653.64,0.47103,-4649.82,,True
-28687.21,1.73,-4.9258,-6.9363,3130.35,0,4.3053,16605.18,0,-8830.82,-1.7888,39.0075,-16.74,4.507,13.2192,2.2104,10066.04,-4486.95,4.359,-4829.62,,True
-28692.633,1.73,-5.9354,-14.103,1357.85,0,4.2583,15325.58,1,-13265.82,-0.8312,33.315,-21.48,5.4146,19.008,1.35492,10614.24,-3404.55,1.4727,-4982.08,,True
-28682.67,1.73,-4.2632,-5.865,1807.05,0,5.358,14994.58,1,-9421.6,-1.4332,48.093,-7.478,6.362,17.691,8.31,10367.64,-3540.42,1.3761,-4604.22,-11.52,True
-28718.95,0.73,-4.04362,-7.0179,1690.75,1,3.7893,16066.2,0,-9347.82,-0.7086,32.526,-12.684,6.614,14.2965,9.819,9053.44,-3620.4,7.008,-4830.82,,False
-28708.166,0.73,-4.2428,-4.26096,2385.05,1,4.0031,16998.38,1,-9869.62,-0.4749,25.212,-8.936,4.7216,16.176,3.0285,14538.24,-3720.3,2.5089,-7309.22,-10.05,True
-28715.01,1.73,-6.32,-4.6515,1364.45,1,3.8415,16235.22,1,-10716.82,-2.854,86.28,-18.48,5.5246,15.0477,2.664,9809.46,-3458.04,3.708,-5870.82,,False
-28947.79,1.73,-4.3964,-4.4994,1691.75,1,4.0403,16006.8,1,-9163.22,-2.99,35.319,-11.397,7.866,15.573,2.1924,9609.24,-3655.74,3.435,-4134.02,,False
-28702.742,1.73,-4.6362,-13.44,1712.25,1,5.351,16355.1,1,-8781.42,-5.684,21.759,-5.416,5.7256,15.1254,2.1621,9599.84,-3594.3,9.483,-5006.7,,False
-27844.09,0.73,-5.741,-4.7256,2443.55,0,6.016,16015.2,1,-12157.82,-0.863,24.159,-15.71,4.6094,13.5147,1.5372,9219.64,-4963.95,2.2194,-6575.02,,False
-28799.65,0.73,-4.4246,-5.9892,1694.25,1,4.1749,16720.78,0,-9365.7,-1.0882,37.6368,-12.283,5.8994,14.2284,4.776,10597.84,-3490.539,5.085,-4741.82,-11.61,True
-28647,1.73,-6.932,-4.7337,1685.65,0,4.591,17119.98,0,-9093.82,-1.263,51.201,-4.25,8.014,13.2438,2.6214,10094.04,-4049.55,1.6716,-4105.02,-9.38,True
-28673.95,1.73,-4.343,-4.9884,2019.75,1,4.1289,18511.98,1,-9354.78,-5.254,42.444,-10.355,5.4602,18.126,10.608,9741.98,-3604.47,0.9252,-4616.22,,True
-28720.03,1.73,-5.5162,-11.472,1699.65,0,3.8782,14756.18,0,-8882.82,-3.83,25.839,-5.437,7.966,13.9989,1.9671,9629.818,-3838.35,0.47691,-4985.22,-10.06,False
-28561.09,1.73,-4.16614,-6.0789,1726.95,1,4.0123,17086.38,0,-9509.02,-2.068,42.444,-5.22,7.818,14.6748,3.0675,9649.512,-3990.75,1.6743,-5272.62,-10.85,False
-28585.09,0.73,-5.0008,-5.1021,2218.05,0,4.1166,16041.28,1,-9816.02,-1.439,43.902,-14.36,5.1026,13.4802,3.42,10093.24,-4785.75,5.703,-5447.02,-10.16,False
-28701.851,0.73,-4.4148,-11.73,1800.15,1,3.8374,15985.72,0,-9475.48,-1.2018,51.15,-14.36,6.256,19.728,2.628,10642.44,-3519.57,5.535,-4943.16,-9.59,False
-28700.155,0.73,-4.4024,-4.25358,1678.35,0,3.7606,20187.98,1,-9459.26,-1.4508,34.866,-4.917,9.284,15.951,6.45,9721.2,-3767.67,0.4338,-6829.42,,True
-28683.23,0.73,-6.334,-5.0283,1581.691,0,4.838,18967.98,1,-9832.42,-1.6192,37.9119,-28.7,12.174,14.6901,3.9864,9950.84,-3634.35,0.6669,-5473.22,,True
-28696.378,0.73,-4.15422,-9.684,1599.44,1,3.7853,17034.38,1,-9959.42,-3.712,23.79,-14.69,5.144,13.9719,5.67,9907.64,-3937.35,2.4924,-5285.22,-11.77,True
-28712.18,1.73,-4.040017,-5.3511,1719.55,1,3.57122,14335.18,0,-9433.32,-4.5,34.638,-7.915,7.294,14.6301,4.431,9742.08,-3648.18,0.8211,-4601.62,-9.89,True
-28691.259,0.73,-6.894,-5.0358,1598.06,0,3.7603,15782.38,1,-10168.02,-4.094,31.035,-8.631,4.4958,16.173,2.4507,9748.14,-3462.9,4.515,-4664.42,-9.31,False
-28701.388,1.73,-4.08142,-5.1405,1944.55,0,4.702,16932.18,0,-10357.62,-1.3604,39.552,-30.16,5.0998,13.212,3.525,10211.44,-6251.85,2.6013,-6615.22,,True
-28695.671,1.73,-4.17166,-5.0661,1525.89,1,4.3692,15998.06,1,-9456.52,-4.962,47.286,-5.461,9.848,13.4022,12.726,9756,-2261.25,2.856,-4103.82,-12.25,True
-27351.29,1.73,-5.4598,-11.556,1483.54,1,3.7581,17912.38,0,-10844.02,-1.053,17.616,-26.57,6.398,13.7322,1.4841,9612.18,-3297.24,0.9141,-5034.14,-8.95,False
-28762.76,1.73,-6.368,-5.4012,1973.75,1,4.0083,13389.98,1,-9349.62,-4.724,57.105,-36.05,5.2546,21.654,8.157,9527.78,-3574.8,0.5034,-4902.86,-8.72,False
-28696.954,0.73,-4.06004,-9.852,1577.186,1,4.98,16194.08,1,-10851.22,-1.616,40.7004,-18.82,11.33,16.677,1.6809,10148.04,-3450.45,1.728,-4979.28,-11.39,True
-28714.74,1.73,-4.482,-13.65,1097.95,0,4.597,16516.78,0,-9895.62,-2.552,56.718,-5.208,4.7978,17.313,2.1054,9551.72,-3449.7,4.938,-5043.38,,True
-28687.9,1.73,-4.044118,-5.5326,2473.35,1,4.661,18369.98,0,-9501.42,-1.1708,71.79,-7.869,4.6404,16.701,6.009,9777.26,-3712.41,0.6831,-5366.82,,False
-28696.453,0.73,-5.2838,-4.752,1915.05,0,4.1275,17700.18,1,-8552.22,-1.3958,49.167,-5.286,4.9396,15.918,2.7672,9329.44,-3540.81,1.4016,-3688.82,-11.24,True
-28704.374,0.73,-4.07598,-7.713,3283.35,1,5.893,17675.18,0,-9625.62,-1.1212,53.43,-11.381,4.4086,14.2752,3.5613,10311.04,-4018.05,1.7121,-5174.42,,True
-28711.72,1.73,-4.13368,-7.101,1425.75,0,3.60071,15944.38,1,-9466.32,-1.637,40.1757,-7.413,5.3606,18.432,1.7325,9650.54,-3416.85,2.4081,-4743.02,,False
-28714.5,1.73,-5.185,-4.3848,1447.45,0,4.757,16008.08,0,-12743.82,-0.50248,38.1846,-4.4385,5.0486,18.237,1.27899,8727.24,-3482.427,4.668,-4134.42,,False
-28757.92,0.73,-4.17932,-7.062,1686.85,0,4.4996,16553.38,0,-9398.1178,-7.642,74.97,-67.1,6.518,16.737,2.2503,9721.16,-3533.073,5.043,-4895.68,,True
-28722.22,0.73,-4.4766,-9.048,1662.98,1,4.2066,17149.58,1,-9445.28,-0.7182,36.9408,-15.35,8.26,16.359,9.84,9401.04,-3705.78,1.5099,-5146.34,-9.87,False
-28708.162,0.73,-4.9362,-4.4019,1548.21,1,4.864,18213.98,0,-10593.02,-4.018,12.453,-37.43,8.106,18.726,2.1156,9618,-3553.89,1.0374,-6906.42,-10.35,True
-28704.444,0.73,-4.07996,-9.279,1152.65,0,4.828,16749.78,0,-9496.68,-3.044,32.073,-13.484,4.5286,19.428,9.642,9519.46,-3536.874,3.441,-5150.88,-10.73,True
-28722.32,1.73,-4.0403322,-16.38,2132.35,1,6.13,16713.38,1,-9974.22,-1.467,69.51,-16.12,4.7326,16.158,2.0883,9406.24,-3790.26,4.839,-5135.44,-8.31,False
-28683.68,0.73,-8.906,-5.3139,1828.65,0,3.57108,16520.18,1,-9428.78,-2.1932,62.667,-16.08,5.1486,16.182,1.7598,9799.36,-3554.04,2.19,-4704.82,,False
-28680.51,0.73,-4.0407184,-7.062,1673.96,0,4.4163,15507.78,0,-9321.98,-1.7868,43.782,-8.72,9.682,13.1184,3.4365,9676.5,-5147.85,1.5123,-4928.76,-10.36,False
-28616.95,0.73,-4.040409,-5.5278,1566.84,0,6.379,15668.78,1,-10237.82,-1.0526,40.5543,-11.723,9.102,13.8327,3.4815,9629.386,-3878.85,2.0493,-5646.22,-10.42,False
-28679.23,1.73,-4.048956,-14.043,1407.25,1,4.976,15325.18,1,-10820.22,-3.322,26.535,-5.503,4.8174,16.968,2.8596,9638.8606,-3612.12,1.6059,-5177.24,-9.94,False
-28680.64,1.73,-4.10108,-6.7665,2843.35,1,5.428,15649.18,1,-10073.22,-0.5834,36.4053,-5.464,4.5458,15.0891,4.0146,10393.24,-4022.85,2.8668,-5540.62,-10.76,False
-29574.39,0.73,-4.05952,-4.9581,1655.75,0,4.623,16064.62,0,-10572.22,-3.128,36.57,-5.474,7.522,13.5369,2.3583,9854.44,-4127.85,2.0274,-5534.22,-10.2,False
-28696.311,1.73,-4.466,-5.4579,4091.35,1,3.57356,15584.78,0,-9519.96,-3.756,24.714,-6.099,4.358,15.2991,6.945,9521.3,-3940.95,3.45,-5521.62,-9.53,False
-28667,0.73,-4.5642,-5.4936,5197.35,0,3.8139,15965.18,1,-9413.554,-2.558,26.889,-37.21,4.29616,18.414,2.9025,9708.52,-3631.44,4.806,-4937.36,-9.48,False
-26327.29,1.73,-4.2826,-4.24743,1826.95,1,6.073,16576.58,1,-9281.58,-2.386,74.01,-23.89,6.702,14.3433,2.9991,9840.04,-3927.45,2.4471,-3792.02,,True
-28728.4,0.73,-5.3162,-5.1213,1851.65,1,3.6997,16597.18,0,-11054.62,-0.7182,39.2799,-13.086,5.9044,13.6134,1.5108,11006.44,-4455.75,5.163,-5504.62,,True
-27702.69,1.73,-4.5488,-4.4913,1580.545,1,3.951,16494.78,1,-11957.82,-4.726,47.241,-7.348,6.68,12.97527,1.9833,9766.56,-7006.05,7.695,-8085.22,,True
-28689.96,0.73,-4.0400908,-7.902,1391.55,1,4.0107,17137.78,1,-9497.46,-1.3924,28.719,-5.94,5.8936,17.709,2.6985,9599.38,-3424.38,2.616,-4942.28,,False
-28282.39,1.73,-4.5968,-10.281,1672.77,1,5.122,16464.58,0,-8871.22,-1.7404,33.819,-5.393,9.892,13.8765,2.9871,9568.96,-3997.95,5.067,-4972.82,,False
-28708.981,1.73,-4.06862,-7.494,1777.05,0,3.7406,16442.58,1,-10072.82,-2.076,20.58,-10.49,7.062,17.424,2.1024,9907.64,-3710.25,7.104,-5236.62,,True
-28690.958,1.73,-4.10574,-4.5138,1473.65,1,4.891,15419.58,1,-9463.26,-1.564,44.034,-12.391,6.0496,17.406,6.726,9612.86,-3420.45,0.9804,-3595.02,-10.6,False
-28708.031,0.73,-4.9548,-6.6966,1610.49,0,5.098,16271.74,1,-9140.62,-0.48418,39.6309,-6.26,8.218,20.607,5.022,9859.24,-3465.63,2.0349,-4529.22,-9.61,False
-28722.07,0.73,-4.6006,-7.254,267.35,1,5.08,17605.78,1,-10005.82,-2.3114,51.999,-7.105,4.4188,22.929,2.3046,10082.24,-3429.78,1.7361,-4812.82,-9.32,True
-28668.97,1.73,-4.7402,-5.16,1935.55,1,3.7744,16502.38,0,-9362.44,-5.542,12.513,-6.047,4.7794,13.7388,12.09,9785.04,-3378.51,7.533,-4242.62,-10.98,True
-28797.16,0.73,-5.2548,-6.4137,1721.25,1,3.7054,15908.98,0,-9155.02,-3.09,55.344,-8.181,6.898,22.71,2.583,9806.5,-3495.891,9.147,-4499.62,,False
-28672.34,1.73,-5.242,-7.695,1446.65,1,4.1496,16104.16,1,-10185.62,-3.534,59.223,-13.035,5.6058,14.7519,3.6738,9726.7,-3537.285,7.674,-5216.16,-13.62,True
-28701.469,0.73,-5.6644,-5.1021,1475.25,0,3.698,17023.98,0,-8961.62,-0.6446,31.089,-11.906,4.7532,13.9371,2.3898,9286.44,-3225.63,1.4964,-4166.22,-10.88,True
-28768.41,1.73,-5.9946,-8.727,2065.05,1,3.8308,15986.68,1,-9339.08,-0.6258,29.718,-21.71,4.514,13.2237,7.791,9000.84,-3590.64,3.54,-4898.42,,True
-28678.6,0.73,-4.4348,-10.533,1740.85,1,3.8347,16858.78,1,-11135.62,-1.1328,70.5,-10.804,4.4114,13.6095,1.5033,10074.24,-3614.58,2.0403,-5052.344,-9.01,False
-28704.86,1.73,-7.092,-4.33173,404.35,1,3.9679,21141.98,0,-9622.62,-2.2044,31.464,-11.474,4.3996,14.2713,3.7149,10079.64,-3020.55,0.6366,-2249.22,,True
-28722.88,1.73,-4.7352,-5.5548,1794.25,0,4.1261,15915.58,0,-10780.02,-2.548,57.921,-7.968,4.8242,15.789,2.1519,9592.22,-3708.9,2.4021,-5577.02,-8.91,False
-28842.39,1.73,-5.1612,-6.3354,1492.14,1,3.6652,15499.18,1,-9494.26,-4.792,34.851,-4.853,4.9264,20.895,11.001,9793.64,-3463.74,1.0824,-4799.82,-10.42,True
-28714.47,0.73,-6.166,-4.689,1790.45,0,4.952,16706.18,1,-9191.02,-0.7126,35.802,-6.563,6.352,13.6107,3.4605,11435.84,-3790.05,3.972,-3935.62,,True
-28650.29,0.73,-4.21152,-9.315,1693.75,1,3.86,17015.58,0,-8410.82,-1.1016,38.69217,-12.737,7.744,17.412,2.2962,9458.26,-3575.7,2.3541,-4917.88,-11.47,True
-28703.546,1.73,-4.07652,-5.1375,1035.95,1,4.4311,16351.06,1,-9360.22,-0.7164,54.321,-20.02,4.5678,15.1986,4.0386,8932.44,-3343.95,4.119,-4414.42,-9.77,False
-28573.49,1.73,-5.0702,-8.391,2449.45,0,5.622,15741.78,0,-10093.62,-4.722,20.295,-16.68,4.9068,14.6703,1.6617,9689.68,-3965.85,2.6757,-5087.48,,True
-28683.52,0.73,-6.69,-7.755,2388.55,0,3.8129,16262.1,1,-10212.02,-1.745,36.3606,-10.078,4.6012,15.2445,1.6851,10076.04,-3675.48,13.185,-5044.168,,False
-28712.97,1.73,-5.5286,-6.5787,3138.35,0,5.208,16535.78,0,-9278.7,-0.44828,49.806,-5.931,4.4574,13.04106,4.824,12596.24,-5426.55,4.164,-4876.88,,True
-28681.86,1.73,-4.12048,-4.44,1611.7,0,4.4808,15948.98,1,-10017.42,-0.43298,42.705,-41.77,6.836,15.3729,2.4786,13248.24,-3512.037,3.156,-4404.62,-11.46,True
-28731.17,0.73,-4.526,-4.4532,2537.75,1,5.25,16496.18,0,-9361.02,-2.1896,7.68,-18.33,4.4238,15.972,6.543,10031.24,-3525.279,7.545,-3464.02,-11.71,True
-28740.6,1.73,-4.878,-5.0079,1582.299,0,4.359,16636.58,0,-11158.42,-2.326,54.702,-4.2455,6.666,16.806,1.8165,9932.24,-3517.518,1.2906,-5137.76,-8.78,False
-28682.92,0.73,-6.314,-7.431,1632.79,1,4.4583,16512.78,1,-9527.74,-1.4528,31.233,-13.687,5.233,19.605,5.955,9242.64,-3590.64,5.862,-5263.62,,False
-28696.137,1.73,-5.4982,-9.093,1756.35,0,4.0224,16238.12,1,-10651.62,-1.3024,19.662,-14.04,6.248,14.5617,2.0853,10382.04,-3802.29,2.58,-5123.08,,True
-28712.16,0.73,-4.4234,-7.572,1771.65,1,3.55142,16507.18,0,-9339.6,-1.8774,50.049,-16.32,4.793,14.934,10.413,9519.02,-3531.177,4.08,-4886.38,,True
-28683.68,0.73,-4.354,-4.34424,1585.936,0,4.547,16150.33,1,-9673.82,-0.49752,25.305,-15.77,6.328,22.131,5.304,12928.24,-3504.075,4.422,-4690.22,,False
-28712.03,1.73,-8.326,-7.197,715.65,1,3.61401,16153.902,0,-13365.82,-2.0394,17.34,-14.91,4.5836,14.1708,1.8003,9755.12,-3554.49,12.138,-5406.62,,True
-28681.52,0.73,-4.1564,-6.4827,1543.23,1,5.32,16066.84,1,-9796.02,-1.2036,40.3968,-5.786,7.998,17.286,4.689,9358.64,-3558.15,3.579,-5293.42,-10.35,False
-28689.12,0.73,-5.3816,-4.5696,1824.15,1,3.63223,18093.58,0,-10371.62,-1.1374,40.5207,-37.1,5.6324,21.126,2.1219,10348.84,-3580.23,0.8685,-5908.02,,True
-26590.29,0.73,-8.614,-8.352,1873.55,1,3.7822,16160.036,1,-9401.6044,-2.592,35.238,-23.64,5.3218,13.2606,2.5929,9487.9,-4768.35,9.072,-5065.728,-10.6,False
-28698.99,1.73,-4.21354,-9.189,1564.44,0,4.0087,18901.98,0,-10286.62,-6.588,40.9773,-18.21,6.256,13.9275,3.2574,9751.42,-3739.44,0.798,-5203.24,-10.54,True
-28701.514,1.73,-4.09994,-6.375,1087.95,1,4.2321,15595.18,0,-12719.82,-2.404,31.62,-10.076,4.4932,13.00539,1.8363,9661.7,-4908.75,2.3877,-5483.42,-10.57,True
-28699.759,0.73,-4.0419904,-11.694,1541.72,0,4.849,16514.18,0,-9530.94,-1.7364,56.604,-10.068,8.36,21.534,3.5766,9724.42,-3489.243,6.636,-5027.14,-11.2,True
-28712.2,1.73,-6.0152,-6.7953,2097.55,1,5.027,22687.98,1,-9029.82,-1.6316,45.819,-28.05,4.7124,15.975,1.7814,9968.04,-3554.28,0.41718,-4850.42,,True
-28740.77,1.73,-4.0400134,-7.143,1769.65,0,3.8025,17554.38,0,-9600.62,-3.072,33.942,-3.8975,4.638,18.318,2.2743,9664.7,-3535.755,1.1175,-5010.46,,True
-28694.866,1.73,-4.044652,-4.24089,1447.35,1,3.6349,11003.98,0,-10118.02,-1.2838,24.009,-7.173,7.34,14.4099,2.3079,9438.42,-3154.05,0.46473,-2287.22,,False
-28704.366,1.73,-4.13746,-5.4882,1530.83,0,4.1931,30267.98,0,-11981.82,-2.0328,53.358,-8.38,6.21,15.3318,2.1105,9949.04,-3723.09,0.34362,-6116.62,,True
-28713.08,1.73,-4.19902,-4.6305,1733.15,1,3.7849,16395.38,1,-9966.22,-2.896,34.371,-8.398,6.622,17.232,4.161,9895.64,-3704.01,6.687,-6927.82,,True
-28682.24,0.73,-4.07516,-6.1638,1554.88,0,4.634,15599.98,0,-9549.76,-0.9674,33.429,-4.899,7.106,20.529,5.685,9079.64,-3517.974,1.6929,-5055.968,-8.76,False
-28688.94,0.73,-4.3706,-8.814,2143.45,1,3.7723,16552.98,1,-8617.02,-0.5358,34.347,-9.373,5.2072,22.665,2.9364,9152.24,-3558.63,4.539,-4892.16,-9.97,False
-28726.43,0.73,-4.6612,-7.773,46.35,1,3.8892,16461.78,0,-9482.7,-3.876,56.736,-5.102,4.2895,14.055,3.4269,9652.864,-3284.97,10.248,-4979.36,-10.58,True
-28700.171,1.73,-4.4926,-7.323,1912.45,1,4.4227,19919.98,1,-9325.7,-1.692,28.992,-16.11,5.1174,13.8864,10.788,9642.19,-3782.22,0.7578,-4907.2,-9.25,False
-28697.93,1.73,-4.059044,-6.2397,2638.35,0,4.0095,16539.58,0,-9745.62,-1.9452,43.215,-14.95,4.4136,24,3.4386,9572.18,-3586.02,6.024,-5481.22,,True
-28715.86,1.73,-4.042756,-8.304,1652.13,0,3.8489,17627.78,1,-9507.9,-2.816,52.479,-15.02,7.162,14.4819,10.71,9832.7,-3740.76,0.7503,-5128.68,-9.44,True
-28708.25,0.73,-4.056678,-4.4586,1618.09,1,5.376,16000.28,0,-9552.08,-2.366,34.074,-5.687,5.4412,20.421,2.229,9493.74,-3521.292,2.0175,-4403.22,,False
